0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
     0.1 0.813862 0.982122 0.982703 0.996056 0.996058 0.997813 0.997813 0.998457 0.998457 0.998807 0.998807 0.999032 0.999032 0.999191 0.999191 0.999309 0.999309 0.999402 0.999402 0.999477 0.999477 0.999539 0.999539 0.999591 0.999591 0.999636 0.999636 0.999675 0.999675 0.999708 0.999708 0.999738 0.999738 0.999764 0.999764 0.999787 0.999787 0.999807 0.999807 0.999824 0.999824 0.999838 0.999838 0.999849 0.999849 0.999857 0.999857 0.999862 0.999862 0.999863  1.00014  1.00014  1.00014  1.00014  1.00014  1.00015  1.00015  1.00016  1.00016  1.00018  1.00018  1.00019  1.00019  1.00021  1.00021  1.00024  1.00024  1.00026  1.00026  1.00029  1.00029  1.00033  1.00033  1.00036  1.00036  1.00041  1.00041  1.00046  1.00046  1.00052  1.00052   1.0006   1.0006  1.00069  1.00069  1.00081  1.00081  1.00097  1.00097   1.0012   1.0012  1.00155  1.00155  1.00219  1.00219  1.00396  1.00397  1.01765
     0.2  0.76537 0.944792 0.947064  0.98397    0.984 0.991247 0.991248 0.993834 0.993834 0.995235 0.995235 0.996133 0.996133 0.996766 0.996766 0.997239 0.997239 0.997609 0.997609 0.997908 0.997908 0.998156 0.998156 0.998364 0.998364 0.998543 0.998543 0.998698 0.998698 0.998834 0.998834 0.998953 0.998953 0.999058 0.999058 0.999149 0.999149 0.999229 0.999229 0.999297 0.999297 0.999353 0.999353 0.999398 0.999398  0.99943  0.99943 0.999449 0.999449 0.999456  1.00054  1.00055  1.00055  1.00057  1.00057   1.0006   1.0006  1.00065  1.00065   1.0007   1.0007  1.00077  1.00077  1.00085  1.00085  1.00094  1.00094  1.00105  1.00105  1.00117  1.00117   1.0013   1.0013  1.00146  1.00146  1.00164  1.00164  1.00185  1.00185   1.0021   1.0021   1.0024   1.0024  1.00277  1.00277  1.00325  1.00325  1.00389  1.00389  1.00479  1.00479  1.00621  1.00621  1.00884  1.00884   1.0163  1.01633  1.05629
     0.3 0.688556 0.898516 0.903432 0.963451 0.963601 0.980286 0.980287 0.986153 0.986153 0.989301 0.989301 0.991316 0.991316 0.992735 0.992735 0.993797 0.993797 0.994628 0.994628 0.995298 0.995298 0.995854 0.995854 0.996323 0.996323 0.996725 0.996725 0.997073 0.997073 0.997378 0.997378 0.997646 0.997646 0.997881 0.997881 0.998087 0.998087 0.998266 0.998266 0.998419 0.998419 0.998546 0.998546 0.998646 0.998646 0.998718 0.998718 0.998762 0.998762 0.998777  1.00122  1.00124  1.00124  1.00128  1.00128  1.00136  1.00136  1.00146  1.00146  1.00158  1.00158  1.00174  1.00174  1.00192  1.00192  1.00213  1.00213  1.00236  1.00236  1.00263  1.00263  1.00294  1.00294  1.00329  1.00329  1.00369  1.00369  1.00417  1.00417  1.00473  1.00473  1.00541  1.00541  1.00625  1.00625  1.00733  1.00733  1.00877  1.00877  1.01083  1.01083  1.01406  1.01406  1.02015  1.02015   1.0379  1.03805  1.10833
     0.4 0.592607  0.84997 0.858236 0.934618 0.935082 0.964898 0.964903 0.975447 0.975447 0.981033 0.981033 0.984601 0.984601 0.987113 0.987113 0.988994 0.988994 0.990466 0.990466 0.991655 0.991655 0.992639 0.992639 0.993471 0.993471 0.994184 0.994184 0.994802 0.994802 0.995343 0.995343 0.995818 0.995818 0.996236 0.996236 0.996602 0.996602  0.99692  0.99692 0.997191 0.997191 0.997416 0.997416 0.997594 0.997594 0.997722 0.997722 0.997801 0.997801 0.997827  1.00218   1.0022   1.0022  1.00228  1.00228  1.00241  1.00241  1.00259  1.00259  1.00282  1.00282  1.00309  1.00309  1.00341  1.00341  1.00378  1.00378   1.0042   1.0042  1.00468  1.00468  1.00523  1.00523  1.00586  1.00586  1.00658  1.00658  1.00742  1.00742  1.00843  1.00843  1.00964  1.00964  1.01114  1.01114  1.01307  1.01307  1.01566  1.01566  1.01936  1.01936  1.02521  1.02521  1.03646  1.03646  1.06979  1.07025  1.16863
     0.5 0.491427 0.803933 0.815953 0.898182 0.899277 0.945046 0.945068 0.961763 0.961763 0.970472 0.970472 0.976019 0.976019 0.979924 0.979924 0.982848 0.982848 0.985137 0.985137 0.986987 0.986987  0.98852  0.98852 0.989815 0.989815 0.990926 0.990926 0.991889 0.991889 0.992732 0.992732 0.993472 0.993472 0.994124 0.994124 0.994695 0.994695 0.995191 0.995191 0.995615 0.995615 0.995966 0.995966 0.996243 0.996243 0.996444 0.996444 0.996566 0.996566 0.996606  1.00341  1.00345  1.00345  1.00357  1.00357  1.00377  1.00377  1.00405  1.00405  1.00441  1.00441  1.00483  1.00483  1.00534  1.00534  1.00592  1.00592  1.00658  1.00658  1.00733  1.00733  1.00819  1.00819  1.00917  1.00917   1.0103   1.0103  1.01163  1.01163   1.0132   1.0132  1.01511  1.01511  1.01747  1.01747  1.02052  1.02052  1.02461  1.02461  1.03048  1.03048  1.03984  1.03984   1.0583  1.05832   1.1129    1.114   1.2318
     0.6 0.402813 0.763575 0.779458 0.855467 0.857642 0.920721 0.920786  0.94516 0.945161  0.95767  0.95767 0.965609 0.965609 0.971195 0.971195 0.975381 0.975381 0.978658 0.978658 0.981308 0.981308 0.983506 0.983506 0.985363 0.985363 0.986956 0.986956 0.988339 0.988339 0.989549 0.989549 0.990612 0.990612 0.991548 0.991548 0.992369 0.992369 0.993082 0.993082 0.993691 0.993691 0.994196 0.994196 0.994594 0.994594 0.994883 0.994883 0.995058 0.995058 0.995117  1.00491  1.00497  1.00497  1.00514  1.00514  1.00544  1.00544  1.00584  1.00584  1.00635  1.00635  1.00697  1.00697  1.00769  1.00769  1.00853  1.00853  1.00948  1.00948  1.01057  1.01057  1.01181  1.01181  1.01323  1.01323  1.01487  1.01487  1.01679  1.01679  1.01907  1.01907  1.02184  1.02184  1.02527  1.02527   1.0297   1.0297  1.03567  1.03567  1.04428  1.04428  1.05815  1.05815  1.08636  1.08642  1.16795  1.17014   1.2919
     0.7 0.343233 0.730627 0.750247 0.808315 0.812133 0.891985 0.892142 0.925708  0.92571 0.942691 0.942692 0.953418 0.953418 0.960961 0.960961 0.966617 0.966617 0.971048 0.971048 0.974634 0.974634 0.977609 0.977609 0.980125 0.980125 0.982284 0.982284 0.984158 0.984158 0.985799 0.985799 0.987242 0.987242 0.988512 0.988512 0.989626 0.989626 0.990594 0.990594 0.991421 0.991421 0.992107 0.992107 0.992649 0.992649 0.993041 0.993041 0.993279 0.993279 0.993359  1.00669  1.00677  1.00677  1.00701  1.00701  1.00741  1.00741  1.00796  1.00796  1.00866  1.00866   1.0095   1.0095  1.01049  1.01049  1.01163  1.01163  1.01293  1.01293  1.01442  1.01442  1.01611  1.01611  1.01805  1.01805   1.0203   1.0203  1.02293  1.02293  1.02606  1.02606  1.02985  1.02985  1.03458  1.03458  1.04069  1.04069  1.04894  1.04894  1.06091  1.06091  1.08047  1.08047  1.12149  1.12165  1.23527  1.23912  1.34285
     0.8 0.317909 0.705526 0.728612 0.758885 0.764981 0.859025 0.859361 0.903488 0.903496 0.925614 0.925614 0.939502 0.939502 0.949266 0.949266  0.95659  0.95659 0.962333 0.962333 0.966984 0.966984 0.970845 0.970845 0.974112 0.974112 0.976917 0.976917 0.979355 0.979355 0.981489 0.981489 0.983366 0.983366  0.98502  0.98502  0.98647  0.98647 0.987732 0.987732 0.988809 0.988809 0.989703 0.989703 0.990409 0.990409  0.99092  0.99092 0.991231 0.991231 0.991335  1.00874  1.00885  1.00885  1.00916  1.00916  1.00969  1.00969  1.01041  1.01041  1.01132  1.01132  1.01243  1.01243  1.01372  1.01372  1.01522  1.01522  1.01693  1.01693  1.01888  1.01888   1.0211   1.0211  1.02365  1.02365  1.02661  1.02661  1.03007  1.03007  1.03419  1.03419  1.03919  1.03919  1.04545  1.04545  1.05353  1.05353  1.06451  1.06451  1.08054  1.08054  1.10715  1.10716  1.16469  1.16503  1.31455  1.32071  1.37941
     0.9 0.317425 0.687326 0.709393 0.713547 0.718418 0.822206 0.822857 0.878599 0.878618 0.906525 0.906525 0.923929 0.923929 0.936156 0.936156 0.945335 0.945335 0.952539 0.952539 0.958378 0.958378 0.963229 0.963229 0.967337 0.967337 0.970868 0.970868 0.973936 0.973936 0.976624 0.976624 0.978991 0.978991 0.981075 0.981075 0.982905 0.982905 0.984496 0.984496 0.985856 0.985856 0.986984 0.986984 0.987875 0.987875 0.988521 0.988521 0.988913 0.988913 0.989045  1.01108  1.01121  1.01121  1.01161  1.01161  1.01228  1.01228  1.01319  1.01319  1.01435  1.01435  1.01576  1.01576   1.0174   1.0174   1.0193   1.0193  1.02148  1.02148  1.02396  1.02396  1.02679  1.02679  1.03004  1.03004   1.0338   1.0338  1.03822  1.03822  1.04349  1.04349   1.0499   1.0499  1.05791  1.05791  1.06831  1.06831   1.0825   1.0825  1.10337  1.10337  1.13867  1.13869  1.21704  1.21769  1.39873  1.40463  1.41377
