0 58 2 6074
0.1 107 2 8953
0.2 108 2 9002
0.3 110 2 9031
0.4 111 2 9064
0.5 111 2 9086
0.6 112 2 9126
0.7 114 2 9162
0.8 114 2 9183
0.9 112 2 9308
1 113 2 9640
1.1 114 2 9762
1.2 114 2 9823
1.3 114 2 9862
1.4 113 2 9878
1.5 112 2 9910
1.6 112 2 9933
1.7 113 2 9930
1.8 112 2 9929
1.9 113 2 9937
2 113 2 9939
2.1 114 2 9938
2.2 113 2 9922
2.3 114 2 9928
2.4 114 2 9936
2.5 114 2 9937
2.6 114 2 9929
2.7 117 2 9923
2.8 116 2 9925
2.9 116 2 9932
3 116 2 9922
3.1 118 2 9903
3.2 117 2 9898
3.3 116 2 9894
3.4 117 2 9889
3.5 116 2 9896
3.6 115 2 9912
3.7 118 2 9915
3.8 118 2 9908
3.9 117 2 9902
4 117 2 9905
4.1 117 2 10117
4.2 117 2 10187
4.3 116 2 10239
4.4 117 2 10293
4.5 118 2 10330
4.6 116 2 10354
4.7 116 2 10376
4.8 112 2 10404
4.9 113 2 10425
5 112 2 10441
5.1 111 2 10453
5.2 111 2 10503
5.3 109 2 10736
5.4 110 2 10726
5.5 109 2 10724
5.6 109 2 10728
5.7 109 2 10723
5.8 109 2 10730
5.9 108 2 10728
6 106 2 10698
6.1 107 2 10681
6.2 105 2 10686
6.3 105 2 10678
6.4 104 2 10672
6.5 106 2 10680
6.6 105 2 10664
6.7 105 2 10657
6.8 105 2 10646
6.9 104 2 10649
7 105 2 10643
7.1 102 2 10633
7.2 103 2 10986
7.3 103 2 11041
7.4 103 2 11044
7.5 104 2 11042
7.6 106 2 11038
7.7 103 2 11037
7.8 101 2 11045
7.9 102 2 11050
8 103 2 11029
8.1 101 2 11038
8.2 99 2 11016
8.3 100 2 11004
8.4 101 2 11018
8.5 100 2 11014
8.6 100 2 11005
8.7 100 2 11009
8.8 102 2 10997
8.9 100 2 10981
9 98 2 10978
9.1 98 2 10974
9.2 100 2 10969
9.3 99 2 10960
9.4 100 2 10954
9.5 102 2 10942
9.6 101 2 10946
9.7 102 2 10929
9.8 101 2 10928
9.9 98 2 10926
