0 58 6 6081
0.1 107 58 8934
0.2 109 56 8999
0.3 110 53 9040
0.4 111 38 9067
0.5 111 33 9086
0.6 112 30 9115
0.7 114 29 9146
0.8 113 26 9160
0.9 112 21 9295
1 113 22 9624
1.1 113 20 9733
1.2 113 17 9786
1.3 114 17 9843
1.4 113 16 9864
1.5 112 14 9895
1.6 112 13 9903
1.7 112 12 9905
1.8 112 11 9920
1.9 113 11 9928
2 113 11 9926
2.1 114 11 9925
2.2 114 10 9928
2.3 114 10 9921
2.4 113 10 9914
2.5 113 10 9907
2.6 114 10 9905
2.7 115 9 9907
2.8 116 11 9909
2.9 116 11 9911
3 116 12 9905
3.1 118 12 9907
3.2 117 10 9911
3.3 116 10 9901
3.4 117 11 9882
3.5 117 10 9883
3.6 115 10 9884
3.7 117 11 9878
3.8 117 11 9864
3.9 116 12 9860
4 116 11 9882
4.1 116 13 10089
4.2 117 15 10171
4.3 115 14 10234
4.4 117 14 10278
4.5 118 11 10298
4.6 116 10 10339
4.7 116 10 10367
4.8 112 11 10392
4.9 112 10 10389
5 112 8 10416
5.1 111 9 10417
5.2 108 10 10421
5.3 107 11 10452
5.4 108 11 10447
5.5 107 16 10462
5.6 107 13 10469
5.7 107 14 10452
5.8 107 13 10474
5.9 107 13 10479
6 104 15 10458
6.1 105 7 10453
6.2 104 8 10456
6.3 104 8 10459
6.4 102 8 10460
6.5 104 8 10457
6.6 103 10 10450
6.7 103 11 10459
6.8 103 8 10458
6.9 103 8 10452
7 103 9 10448
7.1 101 11 10441
7.2 102 12 10803
7.3 101 8 10849
7.4 104 8 10868
7.5 103 8 10880
7.6 104 8 10875
7.7 101 10 10878
7.8 100 9 10889
7.9 103 8 10892
8 102 7 10892
8.1 101 7 10890
8.2 99 8 10894
8.3 98 10 10879
8.4 101 11 10870
8.5 99 10 10868
8.6 99 10 10860
8.7 99 8 10864
8.8 101 7 10851
8.9 98 7 10851
9 97 7 10845
9.1 97 8 10840
9.2 98 7 10832
9.3 98 7 10827
9.4 102 8 11305
9.5 103 9 11106
9.6 102 9 11100
9.7 102 9 11071
9.8 102 9 11029
9.9 99 9 11039
