      4.7 0.0184434 0.0189842 0.0893131 0.0930781 0.0990046  0.136635  0.172496  0.178138  0.204688   0.20629  0.210713  0.216378  0.249344  0.253338  0.256058   0.30242  0.302845  0.346962  0.347009  0.388102  0.388106  0.427129  0.427129  0.464577  0.464577  0.500601  0.500601  0.535195  0.535195  0.568253  0.568253  0.596092
      4.8  0.022019 0.0235939 0.0764367 0.0938395  0.103962  0.112238   0.16721  0.175374  0.195395  0.204378  0.204523  0.208933  0.224422  0.241782  0.245129  0.250508  0.253135  0.290083  0.290639  0.334282  0.334348  0.375134  0.375139  0.413959   0.41396  0.451334  0.451334  0.487423  0.487423  0.522207  0.522207  0.555566
      4.9 0.0253625 0.0288468 0.0623967 0.0911965 0.0986498  0.109191  0.120069  0.143028  0.162618  0.171217  0.186806  0.198186  0.202363  0.203625    0.2308  0.234879  0.249393  0.278206  0.278926  0.322027  0.322117  0.362559  0.362568   0.40114   0.40114   0.43839   0.43839  0.474488  0.474488   0.50941   0.50941  0.543021
        5 0.0287428 0.0338828 0.0507042 0.0732732  0.103904  0.105633  0.114868  0.119814  0.158675  0.164893  0.178894  0.192095   0.19664  0.203545  0.220385   0.22531  0.244713   0.26678  0.267704  0.310187  0.310309  0.350376  0.350388  0.388672  0.388673  0.425751  0.425751  0.461807  0.461807  0.496815  0.496815  0.530629
      5.1 0.0320569 0.0386363 0.0410581 0.0581001  0.109834  0.111159  0.119177  0.121237  0.155325  0.155817   0.17163  0.186075  0.191737  0.204221  0.210529  0.216423  0.235376  0.255798  0.256971  0.298752  0.298916  0.338578  0.338595  0.376557  0.376559  0.413421  0.413422  0.449387  0.449387  0.484432  0.484432  0.518401
      5.2 0.0331913 0.0352769 0.0431222 0.0453123  0.116794  0.118928  0.123407  0.128671  0.143905  0.152501  0.164987  0.180098  0.187623  0.201224  0.205573  0.208215  0.220983  0.245252  0.246726  0.287713  0.287931  0.327158  0.327182  0.364794  0.364796  0.401404  0.401404  0.437236  0.437236   0.47227   0.47227  0.506348
      5.3 0.0269091 0.0346229 0.0384082 0.0473819  0.125368  0.125769  0.128154  0.129741  0.137774  0.150114  0.158936  0.174138  0.184269  0.192458  0.200685  0.202177  0.207481  0.235134   0.23697  0.277058  0.277344  0.316111  0.316144  0.353379  0.353382  0.389701  0.389702  0.425357  0.425357  0.460337  0.460337  0.494479
      5.4 0.0221039 0.0258876 0.0414723 0.0514666  0.114413  0.131377  0.132432  0.136601  0.148038  0.149616  0.153448   0.16817  0.180495  0.181646  0.184221  0.193824  0.209766  0.225438  0.227706  0.266776  0.267149  0.305425  0.305471  0.342309  0.342313  0.378313  0.378314  0.413755  0.413755   0.44864   0.44864  0.482803
      5.5 0.0187441   0.01921 0.0444996 0.0554314 0.0991038  0.135932   0.13609  0.146094  0.148495  0.152562  0.157802  0.162167  0.166293  0.176498  0.179725  0.187624  0.212158  0.216159  0.218933  0.256856  0.257339  0.295093  0.295155  0.331579  0.331585  0.367238  0.367239  0.402433  0.402433  0.437182  0.437182  0.471326
      5.6 0.0150748  0.016813 0.0475268  0.059335  0.084738  0.135688  0.139176  0.139656   0.14403   0.14405  0.156099  0.169274  0.177981  0.178477  0.182075  0.192535  0.207289  0.210656  0.214254  0.247289  0.247908  0.285105  0.285188  0.321182   0.32119  0.356475  0.356476  0.391391  0.391391   0.42597   0.42597  0.460056
      5.7 0.0140644 0.0161986 0.0505972 0.0632411 0.0718459  0.115185  0.140085  0.141509  0.141777  0.142731  0.149937  0.162535  0.177163  0.177873  0.198824  0.202875  0.215488  0.226072  0.238065   0.23885  0.241367  0.275449  0.275559  0.311111  0.311123  0.346021  0.346022  0.380631  0.380631  0.415005  0.415005  0.448997
      5.8 0.0157531 0.0166356 0.0537631 0.0606197  0.067222 0.0967858   0.13657  0.138114  0.143661  0.143978  0.145297  0.156263  0.172872  0.177883  0.190757  0.195594  0.215121  0.229174  0.230162  0.266115  0.266261   0.30136  0.301376  0.335871  0.335872  0.343705  0.357925   0.37015  0.370151  0.404291  0.404291  0.438154
      5.9 0.0177864 0.0188634 0.0510355 0.0570895 0.0713643 0.0806015  0.133398  0.133472  0.137299  0.145853  0.147462  0.150442  0.169188   0.17847  0.183082  0.188814  0.212313  0.220609  0.221842  0.257093  0.257285  0.291919  0.291942   0.32602  0.326022  0.359949  0.359949  0.393827  0.393827   0.42753   0.42753  0.427951
        6 0.0193627 0.0224807 0.0429626 0.0606612 0.0665308 0.0757773  0.126999  0.130752  0.131043  0.135176  0.145054  0.147464   0.14931  0.157885  0.166093  0.175793  0.179586  0.182534  0.206298  0.212362  0.213888  0.248372  0.248621   0.28278  0.282811  0.316464  0.316467  0.350025  0.350025  0.383616  0.383616  0.417128
      6.1  0.021171 0.0261991 0.0362369 0.0372678 0.0543808 0.0645942 0.0730625 0.0806074  0.118792   0.12567  0.128361  0.140081  0.148861  0.150907  0.163569  0.168883  0.176754  0.181166  0.196646  0.204426  0.206301  0.239942  0.240264  0.273935  0.273976  0.307197  0.307201  0.340374  0.340374  0.373655  0.373655   0.40695
      6.2 0.0178955 0.0230998 0.0298674 0.0307009  0.043943 0.0523745 0.0690555  0.086062  0.108998  0.123866  0.126232  0.135505  0.150091  0.152312  0.161598  0.162344  0.171473  0.183115  0.183508  0.196795   0.19908  0.231792  0.232204  0.265373  0.265429  0.298211  0.298217  0.330992  0.330993  0.363945  0.363945  0.396998
