0 1
     0.1 0.813862
    0.2 0.76537
     0.3 0.688556
     0.4 0.592607
     0.5 0.491427
     0.6 0.402813
     0.7 0.343233
     0.8 0.317909
     0.9 0.317425
       1 0.328051
     1.1 0.340813
     1.2 0.351855
     1.3 0.360076
     1.4 0.365498
     1.5 0.368508
     1.6 0.289816
     1.7 0.206697
     1.8 0.137452
      1.9 0.0798486
        2 0.0384714
      2.1 0.0248876
      2.2 0.0422895
      2.3 0.0625451
      2.4 0.0801661
      2.5 0.0951008
     2.6 0.107809
     2.7 0.118417
     2.8 0.125379
      2.9 0.0912487
        3 0.0645324
     3.1 0.044038
      3.2 0.0283153
      3.3 0.0135336
      3.4 0.0127368
      3.5 0.0222368
      3.6 0.0321443
      3.7 0.0404804
      3.8 0.0466687
      3.9 0.0524173
        4 0.0577602
     4.1 0.045341
      4.2 0.0341155
      4.3 0.0255143
      4.4 0.0196232
      4.5 0.0146186
     4.6 0.014534
      4.7 0.0184434
     4.8 0.022019
      4.9 0.0253625
        5 0.0287428
      5.1 0.0320569
      5.2 0.0331913
      5.3 0.0269091
      5.4 0.0221039
      5.5 0.0187441
      5.6 0.0150748
      5.7 0.0140644
      5.8 0.0157531
      5.9 0.0177864
        6 0.0193627
     6.1 0.021171
      6.2 0.0178955
      6.3 0.0250913
      6.4 0.0226974
      6.5 0.0200482
      6.6 0.0170381
      6.7 0.0144815
      6.8 0.0140328
      6.9 0.0153233
       7 0.017067
      7.1 0.0177846
      7.2 0.0187102
      7.3 0.0197863
      7.4 0.0120197
      7.5 0.0142719
      7.6 0.0180723
      7.7 0.0152551
      7.8 0.0139808
      7.9 0.0142061
        8 0.0155637
      8.1 0.0171755
      8.2 0.0174839
      8.3 0.0179375
      8.4 0.0185143
   8.5 0.0192
      8.6 0.0155689
      8.7 0.0132055
      8.8 0.0141618
      8.9 0.0138897
        9 0.0146666
     9.1 0.016174
      9.2 0.0175035
      9.3 0.0175945
      9.4 0.0177817
      9.5 0.0180594
      9.6 0.0182255
      9.7 0.0157345
      9.8 0.0137674
      9.9 0.0127331
