0 7 50
0.1 44 442
0.2 42 424
0.3 40 405
0.4 27 286
0.5 24 259
0.6 21 230
0.7 20 221
0.8 17 194
0.9 13 160
1 13 160
1.1 12 149
1.2 10 131
1.3 10 133
1.4 9 120
1.5 8 107
1.6 7 98
1.7 7 96
1.8 6 89
1.9 6 89
2 6 88
2.1 6 87
2.2 5 79
2.3 5 82
2.4 5 82
2.5 5 80
2.6 5 76
2.7 5 75
2.8 6 87
2.9 6 83
3 7 92
3.1 7 92
3.2 6 83
3.3 6 83
3.4 6 85
3.5 5 78
3.6 5 78
3.7 6 85
3.8 6 83
3.9 7 90
4 7 88
4.1 8 97
4.2 10 115
4.3 9 106
4.4 9 110
4.5 6 83
4.6 6 83
4.7 6 83
4.8 6 83
4.9 5 76
5 4 65
5.1 5 72
5.2 6 80
5.3 7 88
5.4 7 89
5.5 11 126
5.6 8 99
5.7 9 108
5.8 8 101
5.9 8 101
6 10 117
6.1 3 56
6.2 4 65
6.3 4 65
6.4 4 63
6.5 4 63
6.6 6 81
6.7 5 72
6.8 4 65
6.9 4 65
7 5 74
7.1 6 81
7.2 7 90
7.3 4 67
7.4 4 65
7.5 4 67
7.6 4 65
7.7 6 83
7.8 5 74
7.9 4 65
8 3 56
8.1 3 56
8.2 4 65
8.3 5 76
8.4 6 85
8.5 5 78
8.6 5 76
8.7 4 66
8.8 3 58
8.9 3 58
9 3 58
9.1 4 68
9.2 3 60
9.3 3 60
9.4 3 60
9.5 4 69
9.6 4 71
9.7 4 71
9.8 4 69
9.9 4 68
