0 60 2 6241
0.1 111 5 9436
0.2 111 7 9606
0.3 116 5 9495
0.4 114 4 9909
0.5 125 4 9842
0.6 118 3 9966
0.7 115 3 9614
0.8 123 3 9950
0.9 112 3 9589
1 113 3 9658
1.1 116 3 9755
1.2 113 4 9820
1.3 113 4 9851
1.4 113 5 9891
1.5 112 16 9895
1.6 113 16 9925
1.7 113 25 9923
1.8 113 12 9945
1.9 113 4 9943
2 113 3 9947
2.1 114 3 9937
2.2 113 3 9936
2.3 114 5 9929
2.4 114 4 9927
2.5 114 6 9919
2.6 114 57 9930
2.7 115 126 9922
2.8 116 58 9923
2.9 116 6 9921
3 115 6 9895
3.1 118 7 9924
3.2 118 5 9903
3.3 117 3 9913
3.4 117 3 9924
3.5 116 4 9908
3.6 116 5 9894
3.7 118 6 9905
3.8 116 8 9903
3.9 116 11 9895
4 117 22 9892
4.1 116 5 10108
4.2 117 6 10176
4.3 115 5 10224
4.4 117 11 10281
4.5 118 6 10326
4.6 116 5 10358
4.7 116 5 10374
4.8 112 6 10399
4.9 113 6 10414
5 112 6 10431
5.1 111 6 10429
5.2 108 12 10445
5.3 108 5 10458
5.4 108 6 10461
5.5 107 9 10454
5.6 107 5 10477
5.7 107 7 10480
5.8 107 5 10476
5.9 107 10 10482
6 105 6 10472
6.1 105 6 10475
6.2 104 5 10493
6.3 104 15 10481
6.4 103 6 10487
6.5 108 12 10491
6.6 104 9 10480
6.7 104 5 10499
6.8 103 5 10486
6.9 103 6 10472
7 103 8 10469
7.1 101 7 10469
7.2 102 5 10827
7.3 101 5 10875
7.4 102 4 10885
7.5 102 4 10885
7.6 104 13 10865
7.7 101 6 10888
7.8 100 5 10898
7.9 100 6 10903
8 102 7 10918
8.1 100 26 10899
8.2 99 7 10894
8.3 98 6 10886
8.4 100 6 10886
8.5 99 10 10884
8.6 99 7 10872
8.7 99 7 10867
8.8 101 7 10870
8.9 103 6 11003
9 99 7 11155
9.1 100 11 11120
9.2 100 24 11135
9.3 100 8 11119
9.4 101 6 11118
9.5 104 7 11102
9.6 102 63 11083
9.7 102 7 11075
9.8 102 23 11053
9.9 99 12 11037
