0 1 1 1 1
     0.1 0.813862 0.982122 0.982703 0.996056
     0.2  0.76537 0.944792 0.947064  0.98397
     0.3 0.688556 0.898516 0.903432 0.963451
     0.4 0.592607  0.84997 0.858236 0.934618
     0.5 0.491427 0.803933 0.815953 0.898182
     0.6 0.402813 0.763575 0.779458 0.855467
     0.7 0.343233 0.730627 0.750247 0.808315
     0.8 0.317909 0.705526 0.728612 0.758885
     0.9 0.317425 0.687326 0.709393 0.713547
       1 0.328051 0.661863 0.673044 0.674421
     1.1 0.340813 0.617936 0.634531  0.65617
     1.2 0.351855 0.578781 0.599793 0.625479
     1.3 0.360076 0.545108 0.568994 0.570784
     1.4 0.365498 0.485063 0.513327 0.517242
     1.5 0.368508 0.386368 0.408182 0.495223
     1.6 0.289816 0.303574 0.369552 0.478882
     1.7 0.206697 0.211867 0.369039 0.467856
     1.8 0.137452 0.141106 0.367311 0.455978
      1.9 0.0798486 0.0933908  0.364645  0.426867
        2 0.0384714 0.0642599  0.361262  0.401562
      2.1 0.0248876 0.0554208  0.357342  0.379986
      2.2 0.0422895  0.061896  0.353031  0.361993
      2.3 0.0625451  0.074024  0.347397  0.348457
      2.4 0.0801661 0.0867371  0.335988   0.34345
      2.5 0.0951008 0.0985108  0.281387  0.327527
     2.6 0.107809 0.109049  0.22092 0.264463
     2.7 0.118417 0.118738 0.168352  0.20233
     2.8 0.125379 0.126777 0.128257 0.150696
      2.9 0.0912487  0.109052    0.1343  0.136664
        3 0.0645324 0.0757909  0.141146  0.144195
      3.1  0.044038 0.0492652  0.147459  0.151048
      3.2 0.0283153 0.0294047  0.153367  0.157386
      3.3 0.0135336 0.0217552   0.15899  0.163355
      3.4 0.0127368  0.022111  0.164445  0.169092
      3.5 0.0222368 0.0273352  0.169855  0.174733
      3.6 0.0321443 0.0339126  0.155006  0.175357
      3.7 0.0404804 0.0411157  0.124264  0.165939
      3.8 0.0466687 0.0491289 0.0982884  0.131603
      3.9 0.0524173 0.0563204 0.0768749  0.102831
        4 0.0577602 0.0594332 0.0628371 0.0790103
      4.1  0.045341 0.0593802 0.0627593 0.0688111
      4.2 0.0341155 0.0432714 0.0674823 0.0743577
      4.3 0.0255143 0.0302513 0.0719964 0.0795785
      4.4 0.0196232 0.0203553 0.0763678 0.0845658
      4.5 0.0146186 0.0167713  0.080663 0.0894067
      4.6  0.014534 0.0168782  0.084952 0.0941886
      4.7 0.0184434 0.0189842 0.0893131 0.0930781
      4.8  0.022019 0.0235939 0.0764367 0.0938395
      4.9 0.0253625 0.0288468 0.0623967 0.0911965
        5 0.0287428 0.0338828 0.0507042 0.0732732
      5.1 0.0320569 0.0386363 0.0410581 0.0581001
      5.2 0.0331913 0.0352769 0.0431222 0.0453123
      5.3 0.0269091 0.0346229 0.0384082 0.0473819
      5.4 0.0221039 0.0258876 0.0414723 0.0514666
      5.5 0.0187441   0.01921 0.0444996 0.0554314
      5.6 0.0150748  0.016813 0.0475268  0.059335
      5.7 0.0140644 0.0161986 0.0505972 0.0632411
      5.8 0.0157531 0.0166356 0.0537631 0.0606197
      5.9 0.0177864 0.0188634 0.0510355 0.0570895
        6 0.0193627 0.0224807 0.0429626 0.0606612
      6.1  0.021171 0.0261991 0.0362369 0.0372678
      6.2 0.0178955 0.0230998 0.0298674 0.0307009
      6.3 0.0250913  0.026222 0.0334413 0.0350402
      6.4 0.0226974 0.0271209 0.0275619 0.0369221
      6.5 0.0200482 0.0215067 0.0291842 0.0403326
      6.6 0.0170381  0.018205 0.0312898 0.0437073
      6.7 0.0144815 0.0170908 0.0334565 0.0470897
      6.8 0.0140328 0.0166078 0.0357124 0.0493093
      6.9 0.0153233 0.0166396 0.0380958 0.0426027
        7  0.017067 0.0176398  0.036935 0.0406585
      7.1 0.0177846 0.0204307 0.0322011 0.0434717
      7.2 0.0187102 0.0234023 0.0282948 0.0415723
      7.3 0.0197863 0.0251184 0.0264223  0.034029
      7.4 0.0120197 0.0209762 0.0225859 0.0262828
      7.5 0.0142719 0.0206211 0.0222443 0.0222597
      7.6 0.0180723 0.0191554 0.0235181 0.0236294
      7.7 0.0152551 0.0181243 0.0250883 0.0312037
      7.8 0.0139808 0.0174666 0.0266483 0.0369459
      7.9 0.0142061 0.0171238 0.0283307 0.0364908
        8 0.0155637 0.0170425 0.0301675  0.032495
      8.1 0.0171755 0.0176013 0.0291643 0.0322048
      8.2 0.0174839 0.0199919 0.0264176 0.0345087
      8.3 0.0179375 0.0225516 0.0241774 0.0324633
      8.4 0.0185143 0.0223728 0.0251905 0.0268628
      8.5    0.0192 0.0209407 0.0221493 0.0252252
      8.6 0.0155689 0.0183777 0.0184748 0.0198249
      8.7 0.0132055 0.0156682 0.0169817 0.0189767
      8.8 0.0141618 0.0165021 0.0181647 0.0183543
      8.9 0.0138897 0.0179223 0.0202921 0.0208868
        9 0.0146666 0.0176513 0.0226181 0.0242486
      9.1  0.016174 0.0175179 0.0248942 0.0256801
      9.2 0.0175035 0.0181226 0.0238347 0.0251339
      9.3 0.0175945 0.0203196 0.0233519 0.0235629
      9.4 0.0177817 0.0222814 0.0226564 0.0237443
      9.5 0.0180594 0.0212403 0.0216038 0.0242144
      9.6 0.0182255 0.0184262 0.0203982 0.0246865
      9.7 0.0157345 0.0188842 0.0190334 0.0197205
      9.8 0.0137674 0.0142397 0.0158928 0.0191792
      9.9 0.0127331 0.0137828 0.0148778 0.0187519
