0 1 18
0.1 1 18
0.2 1 18
0.3 1 18
0.4 1 18
0.5 1 18
0.6 1 18
0.7 1 18
0.8 1 18
0.9 1 18
1 1 18
1.1 1 18
1.2 1 18
1.3 1 18
1.4 1 18
1.5 1 18
1.6 1 18
1.7 1 18
1.8 1 18
1.9 1 18
2 1 18
2.1 1 18
2.2 1 18
2.3 1 18
2.4 1 18
2.5 1 18
2.6 1 18
2.7 1 18
2.8 1 18
2.9 1 18
3 1 18
3.1 1 18
3.2 1 18
3.3 1 18
3.4 1 18
3.5 1 18
3.6 1 18
3.7 1 18
3.8 1 18
3.9 1 18
4 1 18
4.1 1 18
4.2 1 18
4.3 1 18
4.4 1 18
4.5 1 18
4.6 1 18
4.7 1 18
4.8 1 18
4.9 1 18
5 1 18
5.1 1 18
5.2 1 18
5.3 1 18
5.4 1 18
5.5 1 18
5.6 1 18
5.7 1 18
5.8 1 18
5.9 1 18
6 1 18
6.1 1 18
6.2 1 18
6.3 1 18
6.4 1 18
6.5 1 18
6.6 1 18
6.7 1 18
6.8 1 18
6.9 1 18
7 1 18
7.1 1 18
7.2 1 18
7.3 1 18
7.4 1 18
7.5 1 18
7.6 1 18
7.7 1 18
7.8 1 18
7.9 1 18
8 1 18
8.1 1 18
8.2 1 18
8.3 1 18
8.4 1 18
8.5 1 18
8.6 1 18
8.7 1 18
8.8 1 18
8.9 1 18
9 1 18
9.1 1 18
9.2 1 18
9.3 1 18
9.4 1 18
9.5 1 18
9.6 1 18
9.7 1 18
9.8 1 18
9.9 1 18
