0 58 20 6053
0.1 107 102 8949
0.2 109 99 9048
0.3 111 111 9165
0.4 112 102 9212
0.5 112 103 9252
0.6 113 101 9284
0.7 115 90 9302
0.8 114 86 9341
0.9 113 79 9462
1 114 75 9778
1.1 115 76 9885
1.2 115 70 9944
1.3 115 65 10008
1.4 114 65 10036
1.5 113 59 10042
1.6 114 53 10079
1.7 114 54 10099
1.8 113 48 10082
1.9 114 48 10089
2 115 43 10091
2.1 115 43 10118
2.2 115 37 10114
2.3 115 38 10113
2.4 115 38 10107
2.5 115 32 10110
2.6 116 33 10113
2.7 117 32 10113
2.8 117 32 10091
2.9 117 27 10066
3 117 26 10097
3.1 120 27 10106
3.2 119 27 10101
3.3 118 26 10092
3.4 118 26 10078
3.5 118 26 10093
3.6 117 21 10090
3.7 119 20 10102
3.8 119 21 10093
3.9 118 21 10103
4 118 21 10095
4.1 118 21 10294
4.2 118 21 10379
4.3 117 21 10422
4.4 120 21 10495
4.5 120 27 10559
4.6 118 21 10587
4.7 118 21 10632
4.8 114 21 10686
4.9 115 21 10686
5 114 20 10690
5.1 113 21 10684
5.2 110 21 10673
5.3 109 21 10685
5.4 110 16 10711
5.5 109 16 10740
5.6 109 22 10758
5.7 110 21 10768
5.8 109 21 10771
5.9 109 15 10770
6 107 21 10756
6.1 108 20 10771
6.2 106 21 10745
6.3 105 21 10750
6.4 108 21 10760
6.5 105 20 10821
6.6 103 20 10478
6.7 104 25 10501
6.8 104 25 10498
6.9 104 20 10507
7 103 19 10514
7.1 101 25 10498
7.2 102 20 10854
7.3 101 25 10905
7.4 102 19 10899
7.5 103 19 10910
7.6 105 19 10931
7.7 102 19 10934
7.8 100 24 10929
7.9 101 25 10934
8 102 25 10937
8.1 100 25 10939
8.2 99 30 10931
8.3 98 24 10927
8.4 100 20 10927
8.5 99 19 10905
8.6 99 19 10891
8.7 99 19 10891
8.8 101 19 10893
8.9 99 24 10891
9 97 25 10889
9.1 97 19 10871
9.2 98 19 10886
9.3 98 19 10869
9.4 99 25 10863
9.5 101 25 10853
9.6 100 24 10846
9.7 101 24 10851
9.8 101 25 10842
9.9 97 25 10836
