0 58 19 6075
0.1 107 31 8934
0.2 108 31 9022
0.3 111 31 9095
0.4 112 33 9200
0.5 112 33 9266
0.6 113 35 9291
0.7 114 36 9312
0.8 113 37 9302
0.9 113 36 9457
1 114 36 9781
1.1 114 36 9891
1.2 115 36 9962
1.3 115 35 10010
1.4 114 35 10031
1.5 113 35 10057
1.6 114 35 10050
1.7 113 37 10072
1.8 114 37 10067
1.9 114 38 10074
2 114 38 10072
2.1 114 39 10062
2.2 114 39 10080
2.3 115 39 10046
2.4 115 38 10071
2.5 114 37 10070
2.6 115 37 10067
2.7 116 35 10047
2.8 117 38 10069
2.9 118 36 10070
3 117 37 10076
3.1 120 35 10082
3.2 120 38 10130
3.3 118 35 10120
3.4 119 38 10110
3.5 118 38 10092
3.6 116 38 10091
3.7 119 38 10084
3.8 118 36 10077
3.9 119 36 10066
4 118 36 10075
4.1 117 35 10276
4.2 118 36 10342
4.3 116 36 10395
4.4 119 38 10412
4.5 119 34 10460
4.6 117 36 10470
4.7 118 34 10540
4.8 114 36 10574
4.9 115 36 10633
5 115 35 10670
5.1 114 35 10620
5.2 110 36 10625
5.3 108 36 10626
5.4 109 35 10605
5.5 108 34 10616
5.6 108 35 10646
5.7 109 36 10617
5.8 108 36 10634
5.9 108 36 10616
6 106 35 10647
6.1 107 34 10670
6.2 106 34 10687
6.3 105 34 10684
6.4 104 33 10665
6.5 106 34 10654
6.6 104 33 10641
6.7 105 33 10625
6.8 104 34 10616
6.9 104 32 10618
7 104 33 10608
7.1 101 34 10593
7.2 103 32 10946
7.3 102 32 10997
7.4 102 33 10993
7.5 104 32 11003
7.6 105 32 10985
7.7 102 32 10996
7.8 101 32 11015
7.9 101 32 11020
8 103 32 11013
8.1 101 33 11023
8.2 99 32 11012
8.3 99 32 10997
8.4 100 31 10984
8.5 100 32 10983
8.6 100 31 10979
8.7 100 32 10976
8.8 101 32 10978
8.9 99 31 10957
9 99 33 11203
9.1 97 32 11018
9.2 99 32 11078
9.3 99 31 11014
9.4 101 32 11027
9.5 103 32 11028
9.6 101 31 11032
9.7 102 31 11020
9.8 102 32 11033
9.9 98 32 11012
