0 58 3 6108
0.1 107 33 8953
0.2 108 15 8993
0.3 110 13 9020
0.4 110 11 9065
0.5 111 9 9099
0.6 112 11 9122
0.7 114 11 9144
0.8 113 12 9178
0.9 112 21 9301
1 113 40 9642
1.1 114 15 9755
1.2 114 13 9821
1.3 113 17 9860
1.4 113 13 9886
1.5 112 9 9917
1.6 113 5 9933
1.7 113 4 9932
1.8 112 3 10056
1.9 122 3 10627
2 113 2 10171
2.1 114 2 9937
2.2 113 2 9944
2.3 114 2 9933
2.4 114 3 9931
2.5 113 3 9928
2.6 114 3 9898
2.7 115 4 9894
2.8 116 14 9886
2.9 116 4 9902
3 115 3 9896
3.1 118 3 9898
3.2 117 3 9898
3.3 116 2 9906
3.4 117 2 9905
3.5 116 2 9909
3.6 115 3 9913
3.7 118 3 9918
3.8 117 4 9919
3.9 117 5 9921
4 116 6 9902
4.1 116 6 10106
4.2 117 4 10194
4.3 115 3 10244
4.4 117 3 10289
4.5 119 3 10311
4.6 116 3 10352
4.7 116 3 10360
4.8 112 3 10397
4.9 112 3 10400
5 112 4 10438
5.1 111 5 10448
5.2 108 5 10447
5.3 107 5 10447
5.4 108 4 10446
5.5 107 3 10453
5.6 106 3 10469
5.7 107 3 10488
5.8 107 3 10488
5.9 107 3 10506
6 104 4 10504
6.1 105 4 10496
6.2 105 5 10500
6.3 104 5 10487
6.4 103 9 10483
6.5 105 5 10492
6.6 103 4 10494
6.7 103 4 10504
6.8 103 3 10511
6.9 103 3 10504
7 103 3 10493
7.1 101 4 10484
7.2 102 5 10848
7.3 101 7 10895
7.4 102 7 10911
7.5 102 10 10907
7.6 105 6 10909
7.7 101 5 10923
7.8 100 4 10890
7.9 100 4 10897
8 101 4 10885
8.1 100 4 10895
8.2 98 5 10885
8.3 98 6 10873
8.4 99 6 10875
8.5 99 9 10869
8.6 101 16 10863
8.7 99 8 10866
8.8 101 8 10874
8.9 98 6 10868
9 97 5 10865
9.1 97 4 10858
9.2 98 5 10848
9.3 98 6 10840
9.4 99 11 10840
9.5 101 10 10836
9.6 100 8 10831
9.7 100 19 10822
9.8 100 7 10812
9.9 96 7 10809
