0.6 nan nan nan nan
0.62 nan nan nan nan
0.64 nan nan nan nan
0.66 nan nan nan nan
0.68 nan nan nan nan
0.7 nan nan nan nan
0.72 nan nan nan nan
0.74 nan nan nan nan
0.76 nan nan nan nan
0.78 nan nan nan nan
0.8 nan nan nan nan
0.82 nan nan nan nan
0.84 0.847611 -0.000253777 0.315713 3
0.86 nan nan nan nan
0.88 nan nan nan nan
0.9 nan nan nan nan
0.92 nan nan nan nan
0.94 nan nan nan nan
0.96 nan nan nan nan
0.98 nan nan nan nan
1 nan nan nan nan
1.02 nan nan nan nan
1.04 nan nan nan nan
1.06 nan nan nan nan
1.08 nan nan nan nan
