0 58 3 6097
0.1 107 4 8954
0.2 108 4 8997
0.3 110 4 9008
0.4 111 4 9053
0.5 111 4 9076
0.6 112 4 9111
0.7 114 4 9123
0.8 113 4 9185
0.9 112 4 9314
1 113 4 9638
1.1 114 4 9784
1.2 114 4 9809
1.3 113 4 9857
1.4 113 4 9901
1.5 112 4 9906
1.6 113 4 9911
1.7 113 4 9930
1.8 112 4 9922
1.9 112 4 9928
2 113 4 9928
2.1 113 4 9936
2.2 113 4 9930
2.3 114 4 9926
2.4 114 4 9923
2.5 113 4 9915
2.6 114 4 9921
2.7 115 4 9911
2.8 116 4 9914
2.9 116 4 9915
3 115 4 9909
3.1 118 4 9893
3.2 117 4 9918
3.3 116 4 9915
3.4 116 4 9899
3.5 116 4 9909
3.6 115 4 9909
3.7 118 4 9911
3.8 117 4 9904
3.9 117 4 9901
4 117 4 9893
4.1 117 4 10111
4.2 117 4 10187
4.3 115 4 10243
4.4 117 4 10285
4.5 118 4 10323
4.6 116 4 10352
4.7 116 4 10361
4.8 112 4 10381
4.9 112 4 10389
5 112 4 10406
5.1 111 4 10463
5.2 108 4 10433
5.3 107 4 10448
5.4 108 4 10448
5.5 107 4 10463
5.6 106 4 10462
5.7 108 4 10458
5.8 107 4 10487
5.9 107 4 10495
6 104 4 10475
6.1 105 4 10453
6.2 104 4 10462
6.3 104 4 10464
6.4 102 4 10459
6.5 104 4 10457
6.6 103 4 10467
6.7 103 4 10475
6.8 103 4 10473
6.9 103 4 10475
7 102 4 10455
7.1 101 4 10461
7.2 102 4 10828
7.3 101 4 10879
7.4 102 4 10885
7.5 103 4 10887
7.6 104 4 10893
7.7 101 4 10900
7.8 100 4 10911
7.9 101 4 10911
8 102 4 10899
8.1 100 4 10890
8.2 99 4 10894
8.3 98 4 10893
8.4 99 4 10889
8.5 99 4 10877
8.6 99 4 10871
8.7 99 4 10870
8.8 101 4 10872
8.9 98 4 10868
9 97 4 10861
9.1 97 4 10852
9.2 98 4 10844
9.3 98 4 10836
9.4 99 4 10841
9.5 101 4 10834
9.6 100 4 10829
9.7 100 4 11081
9.8 101 4 10826
9.9 97 4 10838
