0 11 42
0.1 155 484
0.2 62 211
0.3 53 183
0.4 42 147
0.5 35 125
0.6 43 146
0.7 42 143
0.8 51 168
0.9 95 302
1 183 566
1.1 62 205
1.2 52 175
1.3 72 237
1.4 49 172
1.5 27 125
1.6 13 66
1.7 8 44
1.8 6 35
1.9 4 25
2 4 23
2.1 4 23
2.2 4 23
2.3 4 25
2.4 5 28
2.5 5 30
2.6 7 40
2.7 9 50
2.8 40 194
2.9 11 54
3 6 35
3.1 5 29
3.2 4 25
3.3 3 20
3.4 3 20
3.5 4 23
3.6 4 25
3.7 5 30
3.8 7 40
3.9 11 56
4 14 71
4.1 17 75
4.2 9 44
4.3 6 33
4.4 5 28
4.5 4 25
4.6 4 25
4.7 4 25
4.8 5 30
4.9 6 35
5 9 46
5.1 13 60
5.2 12 61
5.3 15 67
5.4 9 46
5.5 6 35
5.6 5 30
5.7 5 28
5.8 5 30
5.9 5 30
6 7 38
6.1 11 52
6.2 12 57
6.3 12 62
6.4 28 115
6.5 11 55
6.6 8 43
6.7 7 38
6.8 7 36
6.9 6 35
7 6 35
7.1 8 43
7.2 12 58
7.3 21 86
7.4 22 83
7.5 36 129
7.6 14 70
7.7 12 57
7.8 10 49
7.9 8 43
8 8 43
8.1 8 45
8.2 12 59
8.3 18 77
8.4 18 79
8.5 28 122
8.6 63 219
8.7 25 103
8.8 26 107
8.9 19 80
9 13 62
9.1 10 53
9.2 13 67
9.3 18 81
9.4 39 147
9.5 34 132
9.6 20 103
9.7 79 269
9.8 20 97
9.9 19 89
