0 9 24
0.1 20 63
0.2 23 71
0.3 22 68
0.4 18 56
0.5 14 44
0.6 12 39
0.7 11 36
0.8 10 33
0.9 10 33
1 11 36
1.1 13 42
1.2 15 47
1.3 16 51
1.4 22 69
1.5 83 250
1.6 85 254
1.7 135 398
1.8 77 177
1.9 20 58
2 11 35
2.1 8 27
2.2 12 39
2.3 24 73
2.4 19 58
2.5 30 88
2.6 327 943
2.7 723 2119
2.8 329 964
2.9 29 89
3 26 79
3.1 34 93
3.2 21 62
3.3 10 32
3.4 9 30
3.5 15 47
3.6 23 71
3.7 27 83
3.8 42 125
3.9 56 165
4 128 359
4.1 21 65
4.2 25 76
4.3 22 64
4.4 71 172
4.5 30 89
4.6 25 69
4.7 22 64
4.8 28 82
4.9 28 80
5 25 77
5.1 27 83
5.2 61 180
5.3 21 66
5.4 33 93
5.5 44 129
5.6 21 65
5.7 34 101
5.8 25 73
5.9 60 142
6 28 82
6.1 26 80
6.2 23 71
6.3 79 236
6.4 28 84
6.5 65 182
6.6 44 127
6.7 20 62
6.8 24 71
6.9 26 78
7 42 126
7.1 35 104
7.2 23 72
7.3 24 74
7.4 13 42
7.5 18 56
7.6 71 212
7.7 29 89
7.8 24 74
7.9 26 77
8 31 94
8.1 158 421
8.2 35 107
8.3 25 77
8.4 30 91
8.5 52 155
8.6 31 95
8.7 31 96
8.8 34 105
8.9 24 73
9 28 86
9.1 56 157
9.2 128 355
9.3 35 108
9.4 25 77
9.5 34 101
9.6 329 976
9.7 29 88
9.8 115 346
9.9 56 169
