0 58 44 6093
0.1 107 78 8953
0.2 108 82 9010
0.3 110 82 9051
0.4 111 84 9108
0.5 112 86 9159
0.6 112 89 9197
0.7 114 89 9262
0.8 114 91 9296
0.9 113 90 9426
1 114 91 9765
1.1 115 91 9887
1.2 115 91 9942
1.3 114 90 9961
1.4 113 88 9981
1.5 113 86 10022
1.6 113 87 10029
1.7 114 92 10052
1.8 113 92 10061
1.9 113 95 10061
2 114 94 10063
2.1 114 98 10072
2.2 115 98 10066
2.3 116 99 10068
2.4 115 97 10069
2.5 114 96 10062
2.6 115 96 10058
2.7 116 92 10055
2.8 117 93 10068
2.9 118 96 10063
3 117 97 10056
3.1 119 100 10063
3.2 119 103 10050
3.3 118 103 10061
3.4 118 99 10064
3.5 117 97 10073
3.6 117 99 10077
3.7 120 102 10117
3.8 119 102 10128
3.9 119 99 10135
4 119 100 10127
4.1 119 101 10349
4.2 119 102 10435
4.3 117 102 10502
4.4 119 92 10526
4.5 120 88 10550
4.6 117 96 10574
4.7 118 100 10591
4.8 114 87 10601
4.9 114 87 10606
5 114 89 10619
5.1 113 84 10637
5.2 110 86 10622
5.3 110 82 10635
5.4 109 83 10632
5.5 108 84 10634
5.6 108 82 10633
5.7 109 84 10642
5.8 108 83 10652
5.9 109 80 10634
6 106 81 10635
6.1 106 81 10633
6.2 105 80 10620
6.3 105 80 10606
6.4 103 79 10588
6.5 106 78 10581
6.6 104 81 10578
6.7 104 77 10590
6.8 104 77 10597
6.9 105 77 10585
7 103 79 10595
7.1 102 78 10591
7.2 102 77 10920
7.3 102 76 10965
7.4 102 78 10989
7.5 103 75 10988
7.6 105 77 10993
7.7 102 76 10996
7.8 101 76 11001
7.9 102 75 11001
8 103 76 10990
8.1 100 76 10992
8.2 99 74 10992
8.3 99 74 10982
8.4 100 74 10983
8.5 99 74 10979
8.6 100 75 10973
8.7 100 73 10962
8.8 101 74 10959
8.9 99 73 10968
9 97 73 10964
9.1 98 72 10945
9.2 99 73 10937
9.3 99 73 10929
9.4 99 74 10923
9.5 102 74 10915
9.6 100 72 10896
9.7 101 72 10888
9.8 101 73 10899
9.9 98 74 10884
