0 1 34
0.1 1 34
0.2 1 34
0.3 1 34
0.4 1 34
0.5 1 34
0.6 1 34
0.7 1 34
0.8 1 34
0.9 1 34
1 1 34
1.1 1 34
1.2 1 34
1.3 1 34
1.4 1 34
1.5 1 34
1.6 1 34
1.7 1 34
1.8 1 34
1.9 1 34
2 1 34
2.1 1 34
2.2 1 34
2.3 1 34
2.4 1 34
2.5 1 34
2.6 1 34
2.7 1 34
2.8 1 34
2.9 1 34
3 1 34
3.1 1 34
3.2 1 34
3.3 1 34
3.4 1 34
3.5 1 34
3.6 1 34
3.7 1 34
3.8 1 34
3.9 1 34
4 1 34
4.1 1 34
4.2 1 34
4.3 1 34
4.4 1 34
4.5 1 34
4.6 1 34
4.7 1 34
4.8 1 34
4.9 1 34
5 1 34
5.1 1 34
5.2 1 34
5.3 1 34
5.4 1 34
5.5 1 34
5.6 1 34
5.7 1 34
5.8 1 34
5.9 1 34
6 1 34
6.1 1 34
6.2 1 34
6.3 1 34
6.4 1 34
6.5 1 34
6.6 1 34
6.7 1 34
6.8 1 34
6.9 1 34
7 1 34
7.1 1 34
7.2 1 34
7.3 1 34
7.4 1 34
7.5 1 34
7.6 1 34
7.7 1 34
7.8 1 34
7.9 1 34
8 1 34
8.1 1 34
8.2 1 34
8.3 1 34
8.4 1 34
8.5 1 34
8.6 1 34
8.7 1 34
8.8 1 34
8.9 1 34
9 1 34
9.1 1 34
9.2 1 34
9.3 1 34
9.4 1 34
9.5 1 34
9.6 1 34
9.7 1 34
9.8 1 34
9.9 1 34
