0 58 31 6090
0.1 109 212 8953
0.2 108 215 9002
0.3 110 221 9043
0.4 111 224 9082
0.5 111 229 9110
0.6 112 230 9133
0.7 114 233 9167
0.8 113 232 9184
0.9 112 231 9316
1 113 230 9636
1.1 114 209 9765
1.2 113 201 9815
1.3 114 202 9853
1.4 113 205 9872
1.5 112 201 9903
1.6 112 175 9912
1.7 113 175 9917
1.8 112 175 9921
1.9 112 174 9923
2 113 174 9920
2.1 113 147 9922
2.2 113 146 9946
2.3 113 145 9929
2.4 113 143 9897
2.5 113 143 9938
2.6 114 118 9945
2.7 115 119 9934
2.8 116 114 9915
2.9 116 116 9901
3 115 116 9899
3.1 118 115 9901
3.2 117 120 9895
3.3 116 116 9908
3.4 117 90 9887
3.5 118 90 9903
3.6 116 89 9910
3.7 118 92 9910
3.8 117 91 9889
3.9 117 90 9901
4 116 90 9865
4.1 116 86 10080
4.2 117 90 10147
4.3 114 89 10227
4.4 117 88 10257
4.5 118 60 10300
4.6 115 61 10325
4.7 116 59 10352
4.8 112 61 10401
4.9 113 62 10412
5 113 59 10435
5.1 111 61 10434
5.2 108 60 10450
5.3 107 60 10438
5.4 108 62 10428
5.5 107 60 10446
5.6 106 60 10449
5.7 107 60 10465
5.8 107 61 10487
5.9 107 60 10490
6 104 59 10445
6.1 105 58 10446
6.2 104 58 10444
6.3 103 57 10448
6.4 102 57 10448
6.5 104 57 10445
6.6 103 57 10452
6.7 103 57 10457
6.8 103 32 10456
6.9 103 31 10460
7 102 59 10460
7.1 100 32 10453
7.2 102 31 10814
7.3 101 30 10862
7.4 101 31 10868
7.5 102 31 10872
7.6 104 31 10875
7.7 101 31 10878
7.8 100 31 10890
7.9 100 31 10891
8 102 31 10888
8.1 100 32 10906
8.2 99 31 10901
8.3 98 31 10892
8.4 99 30 10886
8.5 100 30 11221
8.6 99 30 10896
8.7 100 30 10913
8.8 101 31 10897
8.9 99 30 10897
9 97 30 10890
9.1 98 30 10869
9.2 99 31 10852
9.3 98 30 10857
9.4 100 30 10855
9.5 101 30 10846
9.6 100 29 10852
9.7 100 30 10829
9.8 101 31 10839
9.9 97 30 10835
