      5.5 0.0187441   0.01921 0.0444996 0.0554314 0.0991038  0.135932   0.13609  0.146094  0.148495  0.152562  0.157802  0.162167  0.166293  0.176498  0.179725  0.187624
      5.6 0.0150748  0.016813 0.0475268  0.059335  0.084738  0.135688  0.139176  0.139656   0.14403   0.14405  0.156099  0.169274  0.177981  0.178477  0.182075  0.192535
      5.7 0.0140644 0.0161986 0.0505972 0.0632411 0.0718459  0.115185  0.140085  0.141509  0.141777  0.142731  0.149937  0.162535  0.177163  0.177873  0.198824  0.202875
      5.8 0.0157531 0.0166356 0.0537631 0.0606197  0.067222 0.0967858   0.13657  0.138114  0.143661  0.143978  0.145297  0.156263  0.172872  0.177883  0.190757  0.195594
      5.9 0.0177864 0.0188634 0.0510355 0.0570895 0.0713643 0.0806015  0.133398  0.133472  0.137299  0.145853  0.147462  0.150442  0.169188   0.17847  0.183082  0.188814
        6 0.0193627 0.0224807 0.0429626 0.0606612 0.0665308 0.0757773  0.126999  0.130752  0.131043  0.135176  0.145054  0.147464   0.14931  0.157885  0.166093  0.175793
      6.1  0.021171 0.0261991 0.0362369 0.0372678 0.0543808 0.0645942 0.0730625 0.0806074  0.118792   0.12567  0.128361  0.140081  0.148861  0.150907  0.163569  0.168883
      6.2 0.0178955 0.0230998 0.0298674 0.0307009  0.043943 0.0523745 0.0690555  0.086062  0.108998  0.123866  0.126232  0.135505  0.150091  0.152312  0.161598  0.162346
      6.3 0.0250913  0.026222 0.0334413 0.0350402 0.0360651 0.0532177 0.0742988 0.0924529 0.0981635  0.124275  0.131309  0.132691  0.151198  0.153575  0.156168  0.160164
      6.4 0.0226974 0.0271209 0.0275619 0.0369221 0.0501853 0.0589421 0.0807354  0.086996   0.10028  0.122369  0.127475   0.15029  0.150527  0.152229  0.154801  0.159217
      6.5 0.0200482 0.0215067 0.0291842 0.0403326 0.0604894 0.0649056 0.0761552 0.0890829  0.110412  0.120346  0.123984  0.132433  0.144867  0.153215  0.155879  0.158596
      6.6 0.0170381  0.018205 0.0312898 0.0437073  0.066116 0.0683886 0.0702418  0.100722   0.11522   0.11799  0.120817  0.124503  0.139723  0.154231   0.15526  0.157044
      6.7 0.0144815 0.0170908 0.0334565 0.0470897 0.0571386 0.0747233 0.0749099 0.0992011  0.115045  0.117952  0.118679  0.134902  0.146159  0.146979  0.152372  0.155412
      6.8 0.0140328 0.0166078 0.0357124 0.0493093 0.0505323 0.0790211 0.0799949 0.0846764  0.111237  0.115364  0.130394   0.13654  0.149944  0.151019  0.156862  0.157502
      6.9 0.0153233 0.0166396 0.0380958 0.0426027 0.0540992 0.0717266 0.0826949 0.0845181  0.106337  0.113024  0.126187  0.127771  0.147973  0.151524  0.158318  0.159009
        7  0.017067 0.0176398  0.036935 0.0406585 0.0578716 0.0603025 0.0860318 0.0885009  0.100243  0.110892  0.120255   0.12227  0.146167  0.146437  0.154805  0.160612
      7.1 0.0177846 0.0204307 0.0322011 0.0434717 0.0502931  0.061956 0.0891129 0.0920884 0.0930408  0.108921  0.113622  0.118631  0.141074  0.145325  0.150985  0.164034
