0 58 1 6094
0.1 107 1 8949
0.2 108 1 9001
0.3 110 1 9032
0.4 111 1 9071
0.5 111 1 9095
0.6 112 1 9127
0.7 114 2 9160
0.8 113 1 9178
0.9 111 1 9305
1 113 1 9616
1.1 113 1 9745
1.2 113 1 9809
1.3 114 1 9873
1.4 113 2 9892
1.5 112 2 9918
1.6 112 2 9940
1.7 113 2 9945
1.8 112 1 9943
1.9 112 2 9946
2 113 1 9926
2.1 113 2 9929
2.2 113 2 9928
2.3 113 2 9926
2.4 113 2 9924
2.5 113 2 9934
2.6 114 2 9933
2.7 115 2 9926
2.8 116 2 9927
2.9 116 2 9925
3 115 2 9915
3.1 120 2 9915
3.2 120 2 9908
3.3 119 2 9905
3.4 119 2 9906
3.5 116 2 9901
3.6 115 2 9905
3.7 117 2 9904
3.8 117 2 9905
3.9 117 2 9904
4 116 2 9898
4.1 116 2 10105
4.2 117 2 10180
4.3 115 2 10237
4.4 117 2 10278
4.5 118 2 10315
4.6 115 2 10333
4.7 116 2 10352
4.8 111 2 10385
4.9 113 2 10415
5 112 2 10433
5.1 112 2 10442
5.2 108 2 10443
5.3 107 2 10450
5.4 107 2 10455
5.5 107 2 10466
5.6 106 2 10470
5.7 107 2 10468
5.8 107 2 10470
5.9 107 2 10469
6 104 2 10501
6.1 105 2 10463
6.2 104 2 10465
6.3 104 2 10468
6.4 103 2 10624
6.5 105 2 10502
6.6 106 2 10607
6.7 106 2 10865
6.8 106 2 10823
6.9 105 2 10813
7 105 2 10794
7.1 103 2 10807
7.2 104 2 11147
7.3 104 2 11167
7.4 103 2 11158
7.5 104 2 11166
7.6 106 2 11144
7.7 103 2 11138
7.8 102 2 11132
7.9 103 2 11130
8 104 2 11131
8.1 102 2 11158
8.2 100 2 11142
8.3 100 2 11114
8.4 101 2 11121
8.5 100 2 11114
8.6 100 2 11108
8.7 101 2 11098
8.8 102 2 11110
8.9 100 2 11122
9 98 2 11099
9.1 99 2 11077
9.2 100 2 11077
9.3 100 2 11068
9.4 100 2 11052
9.5 103 2 11058
9.6 101 2 11042
9.7 102 2 11051
9.8 102 2 11046
9.9 98 2 11016
