0 8 43
0.1 100 535
0.2 39 228
0.3 31 188
0.4 26 162
0.5 22 141
0.6 18 122
0.7 16 113
0.8 13 98
0.9 14 105
1 13 102
1.1 13 100
1.2 14 106
1.3 13 102
1.4 13 102
1.5 12 92
1.6 15 100
1.7 22 132
1.8 20 120
1.9 16 97
2 14 85
2.1 14 85
2.2 14 85
2.3 18 107
2.4 24 137
2.5 28 157
2.6 10 71
2.7 6 51
2.8 4 45
2.9 4 41
3 5 44
3.1 6 47
3.2 6 47
3.3 8 54
3.4 9 60
3.5 11 72
3.6 12 77
3.7 11 72
3.8 7 52
3.9 4 41
4 3 36
4.1 3 34
4.2 4 37
4.3 4 37
4.4 5 42
4.5 5 42
4.6 7 52
4.7 8 57
4.8 8 57
4.9 11 72
5 7 54
5.1 4 41
5.2 3 36
5.3 3 34
5.4 4 37
5.5 4 37
5.6 5 42
5.7 6 47
5.8 6 47
5.9 6 47
6 7 54
6.1 6 53
6.2 6 53
6.3 7 60
6.4 6 53
6.5 6 51
6.6 6 50
6.7 7 52
6.8 8 57
6.9 7 52
7 6 51
7.1 7 56
7.2 7 56
7.3 11 82
7.4 8 65
7.5 5 48
7.6 6 56
7.7 8 62
7.8 13 86
7.9 12 81
8 7 56
8.1 7 56
8.2 8 63
8.3 7 58
8.4 6 53
8.5 9 76
8.6 6 57
8.7 7 62
8.8 6 57
8.9 7 61
9 11 82
9.1 14 95
9.2 12 89
9.3 9 73
9.4 10 84
9.5 9 75
9.6 14 101
9.7 11 87
9.8 9 73
9.9 8 67
