0 10 91
0.1 19 396
0.2 18 377
0.3 20 411
0.4 18 374
0.5 18 374
0.6 18 371
0.7 16 337
0.8 15 317
0.9 14 297
1 13 281
1.1 13 280
1.2 12 263
1.3 11 245
1.4 11 244
1.5 10 225
1.6 9 207
1.7 9 208
1.8 8 189
1.9 8 190
2 7 174
2.1 7 174
2.2 6 157
2.3 6 157
2.4 6 157
2.5 5 137
2.6 5 134
2.7 5 134
2.8 5 138
2.9 4 123
3 4 123
3.1 4 123
3.2 4 123
3.3 4 121
3.4 4 119
3.5 4 117
3.6 3 101
3.7 3 100
3.8 3 100
3.9 3 102
4 3 107
4.1 3 106
4.2 3 106
4.3 3 104
4.4 3 104
4.5 4 120
4.6 3 100
4.7 3 100
4.8 3 104
4.9 3 100
5 3 100
5.1 3 100
5.2 3 100
5.3 3 108
5.4 2 89
5.5 2 89
5.6 3 106
5.7 3 104
5.8 3 104
5.9 2 87
6 3 104
6.1 3 100
6.2 3 100
6.3 3 100
6.4 3 100
6.5 3 100
6.6 3 101
6.7 4 117
6.8 4 117
6.9 3 100
7 3 100
7.1 4 117
7.2 3 102
7.3 4 117
7.4 3 100
7.5 3 100
7.6 3 100
7.7 3 100
7.8 4 117
7.9 4 117
8 4 117
8.1 4 117
8.2 5 134
8.3 4 117
8.4 3 100
8.5 3 100
8.6 3 100
8.7 3 100
8.8 3 100
8.9 4 117
9 4 117
9.1 3 100
9.2 3 100
9.3 3 100
9.4 4 117
9.5 4 117
9.6 4 117
9.7 4 117
9.8 4 117
9.9 4 117
