0 1 1
0.1 0.813862 0.982122
0.2  0.76537 0.944792
0.3 0.688556 0.898516
     0.4 0.592607  0.84997
     0.5 0.491427 0.803933
     0.6 0.402813 0.763575
     0.7 0.343233 0.730627
     0.8 0.317909 0.705526
     0.9 0.317425 0.687326
       1 0.328051 0.661863
     1.1 0.340813 0.617936
     1.2 0.351855 0.578781
     1.3 0.360076 0.545108
     1.4 0.365498 0.485063
     1.5 0.368508 0.386368
     1.6 0.289816 0.303574
     1.7 0.206697 0.211867
     1.8 0.137452 0.141106
      1.9 0.0798486 0.0933908
        2 0.0384714 0.0642599
      2.1 0.0248876 0.0554208
      2.2 0.0422895  0.061896
      2.3 0.0625451  0.074024
      2.4 0.0801661 0.0867371
      2.5 0.0951008 0.0985108
     2.6 0.107809 0.109049
     2.7 0.118417 0.118738
     2.8 0.125379 0.126777
      2.9 0.0912487  0.109052
        3 0.0645324 0.0757909
      3.1  0.044038 0.0492652
      3.2 0.0283153 0.0294047
      3.3 0.0135336 0.0217552
      3.4 0.0127368  0.022111
      3.5 0.0222368 0.0273352
      3.6 0.0321443 0.0339126
      3.7 0.0404804 0.0411157
      3.8 0.0466687 0.0491289
      3.9 0.0524173 0.0563204
        4 0.0577602 0.0594332
      4.1  0.045341 0.0593802
      4.2 0.0341155 0.0432714
      4.3 0.0255143 0.0302513
      4.4 0.0196232 0.0203553
      4.5 0.0146186 0.0167713
      4.6  0.014534 0.0168782
      4.7 0.0184434 0.0189842
      4.8  0.022019 0.0235939
      4.9 0.0253625 0.0288468
        5 0.0287428 0.0338828
      5.1 0.0320569 0.0386363
      5.2 0.0331913 0.0352769
      5.3 0.0269091 0.0346229
      5.4 0.0221039 0.0258876
      5.5 0.0187441   0.01921
      5.6 0.0150748  0.016813
      5.7 0.0140644 0.0161986
      5.8 0.0157531 0.0166356
      5.9 0.0177864 0.0188634
        6 0.0193627 0.0224807
      6.1  0.021171 0.0261991
      6.2 0.0178955 0.0230998
      6.3 0.0250913  0.026222
      6.4 0.0226974 0.0271209
      6.5 0.0200482 0.0215067
      6.6 0.0170381  0.018205
      6.7 0.0144815 0.0170908
      6.8 0.0140328 0.0166078
      6.9 0.0153233 0.0166396
        7  0.017067 0.0176398
      7.1 0.0177846 0.0204307
      7.2 0.0187102 0.0234023
      7.3 0.0197863 0.0251184
      7.4 0.0120197 0.0209762
      7.5 0.0142719 0.0206211
      7.6 0.0180723 0.0191554
      7.7 0.0152551 0.0181243
      7.8 0.0139808 0.0174666
      7.9 0.0142061 0.0171238
        8 0.0155637 0.0170425
      8.1 0.0171755 0.0176013
      8.2 0.0174839 0.0199919
      8.3 0.0179375 0.0225516
      8.4 0.0185143 0.0223728
      8.5    0.0192 0.0209407
      8.6 0.0155689 0.0183777
      8.7 0.0132055 0.0156682
      8.8 0.0141618 0.0165021
      8.9 0.0138897 0.0179223
        9 0.0146666 0.0176513
      9.1  0.016174 0.0175179
      9.2 0.0175035 0.0181226
      9.3 0.0175945 0.0203196
      9.4 0.0177817 0.0222814
      9.5 0.0180594 0.0212403
      9.6 0.0182255 0.0184262
      9.7 0.0157345 0.0188842
      9.8 0.0137674 0.0142397
      9.9 0.0127331 0.0137828
