0 1 1 1 1 1 1 1 1
     0.1 0.813862 0.982122 0.982703 0.996056 0.996058 0.997813 0.997813 0.998457
     0.2  0.76537 0.944792 0.947064  0.98397    0.984 0.991247 0.991248 0.993834
     0.3 0.688556 0.898516 0.903432 0.963451 0.963601 0.980286 0.980287 0.986153
     0.4 0.592607  0.84997 0.858236 0.934618 0.935082 0.964898 0.964903 0.975447
     0.5 0.491427 0.803933 0.815953 0.898182 0.899277 0.945046 0.945068 0.961763
     0.6 0.402813 0.763575 0.779458 0.855467 0.857642 0.920721 0.920786  0.94516
     0.7 0.343233 0.730627 0.750247 0.808315 0.812133 0.891985 0.892142 0.925708
     0.8 0.317909 0.705526 0.728612 0.758885 0.764981 0.859025 0.859361 0.903488
     0.9 0.317425 0.687326 0.709393 0.713547 0.718418 0.822206 0.822857 0.878599
       1 0.328051 0.661863 0.673044 0.674421 0.702052 0.782105 0.783268 0.851162
     1.1 0.340813 0.617936 0.634531  0.65617 0.687514 0.739518 0.741455 0.821327
     1.2 0.351855 0.578781 0.599793 0.625479 0.658188 0.695421 0.698461 0.789292
     1.3 0.360076 0.545108 0.568994 0.570784  0.60098 0.650901 0.655428  0.75531
     1.4 0.365498 0.485063 0.513327 0.517242 0.547721  0.60706 0.613497 0.719705
     1.5 0.368508 0.386368 0.408182 0.495223 0.530565 0.564911 0.573698 0.682875
     1.6 0.289816 0.303574 0.369552 0.478882 0.519103   0.5253 0.536864 0.645289
     1.7 0.206697 0.211867 0.369039 0.467856 0.488855 0.503593 0.512952 0.607473
     1.8 0.137452 0.141106 0.367311 0.455978 0.461472 0.474241  0.51143 0.569978
      1.9 0.0798486 0.0933908  0.364645  0.426867  0.448957  0.458425  0.513193  0.533352
        2 0.0384714 0.0642599  0.361262  0.401562  0.427726   0.45612    0.4981  0.503476
      2.1 0.0248876 0.0554208  0.357342  0.379986   0.41043  0.449745  0.464654  0.471726
      2.2 0.0422895  0.061896  0.353031  0.361993   0.39689  0.432092  0.433349  0.442419
      2.3 0.0625451  0.074024  0.347397  0.348457  0.386895  0.396582   0.40442  0.415787
      2.4 0.0801661 0.0867371  0.335988   0.34345  0.343733  0.378001  0.380225  0.391953
      2.5 0.0951008 0.0985108  0.281387  0.327527   0.33446  0.338973  0.354136  0.370949
     2.6 0.107809 0.109049  0.22092 0.264463 0.321711 0.332805 0.334306 0.352734
     2.7 0.118417 0.118738 0.168352  0.20233 0.313933 0.318094 0.329897 0.337215
     2.8 0.125379 0.126777 0.128257 0.150696 0.297414 0.315934 0.324267  0.32599
      2.9 0.0912487  0.109052    0.1343  0.136664  0.283126  0.313751  0.313958  0.322991
        3 0.0645324 0.0757909  0.141146  0.144195  0.270939  0.305525  0.310081  0.321655
      3.1  0.044038 0.0492652  0.147459  0.151048  0.260721  0.299448  0.301364  0.306682
      3.2 0.0283153 0.0294047  0.153367  0.157386  0.252342  0.284759   0.28896  0.295386
      3.3 0.0135336 0.0217552   0.15899  0.163355  0.245668  0.258923  0.272898  0.289892
      3.4 0.0127368  0.022111  0.164445  0.169092  0.225773  0.240548  0.258433  0.278169
      3.5 0.0222368 0.0273352  0.169855  0.174733  0.189696  0.236788  0.245491  0.249759
      3.6 0.0321443 0.0339126  0.155006  0.175357  0.180426  0.205814  0.233994  0.234106
      3.7 0.0404804 0.0411157  0.124264  0.165939  0.181118  0.186345  0.223862  0.232068
      3.8 0.0466687 0.0491289 0.0982884  0.131603   0.18736  0.192715  0.215014  0.229987
      3.9 0.0524173 0.0563204 0.0768749  0.102831  0.194393  0.199848  0.207375  0.226837
        4 0.0577602 0.0594332 0.0628371 0.0790103  0.200868  0.202693  0.208211  0.221249
      4.1  0.045341 0.0593802 0.0627593 0.0688111  0.195418  0.211762  0.213035  0.218564
      4.2 0.0341155 0.0432714 0.0674823 0.0743577  0.190944  0.197429  0.210945  0.226804
      4.3 0.0255143 0.0302513 0.0719964 0.0795785  0.178511  0.187347  0.201499  0.222976
      4.4 0.0196232 0.0203553 0.0763678 0.0845658  0.156602    0.1845  0.192979  0.217266
      4.5 0.0146186 0.0167713  0.080663 0.0894067  0.133921  0.182218  0.185336  0.194288
      4.6  0.014534 0.0168782  0.084952 0.0941886  0.112372  0.164262  0.178524  0.180231
      4.7 0.0184434 0.0189842 0.0893131 0.0930781 0.0990046  0.136635  0.172496  0.178138
      4.8  0.022019 0.0235939 0.0764367 0.0938395  0.103962  0.112238   0.16721  0.175374
      4.9 0.0253625 0.0288468 0.0623967 0.0911965 0.0986498  0.109191  0.120069  0.143028
        5 0.0287428 0.0338828 0.0507042 0.0732732  0.103904  0.105633  0.114868  0.119814
      5.1 0.0320569 0.0386363 0.0410581 0.0581001  0.109834  0.111159  0.119177  0.121237
      5.2 0.0331913 0.0352769 0.0431222 0.0453123  0.116794  0.118928  0.123407  0.128671
      5.3 0.0269091 0.0346229 0.0384082 0.0473819  0.125368  0.125769  0.128154  0.129741
      5.4 0.0221039 0.0258876 0.0414723 0.0514666  0.114413  0.131377  0.132432  0.136601
      5.5 0.0187441   0.01921 0.0444996 0.0554314 0.0991038  0.135932   0.13609  0.146094
      5.6 0.0150748  0.016813 0.0475268  0.059335  0.084738  0.135688  0.139176  0.139656
      5.7 0.0140644 0.0161986 0.0505972 0.0632411 0.0718459  0.115185  0.140085  0.141509
      5.8 0.0157531 0.0166356 0.0537631 0.0606197  0.067222 0.0967858   0.13657  0.138114
      5.9 0.0177864 0.0188634 0.0510355 0.0570895 0.0713643 0.0806015  0.133398  0.133472
        6 0.0193627 0.0224807 0.0429626 0.0606612 0.0665308 0.0757773  0.126999  0.130752
      6.1  0.021171 0.0261991 0.0362369 0.0372678 0.0543808 0.0645942 0.0730625 0.0806074
      6.2 0.0178955 0.0230998 0.0298674 0.0307009  0.043943 0.0523745 0.0690555  0.086062
      6.3 0.0250913  0.026222 0.0334413 0.0350402 0.0360651 0.0532177 0.0742988 0.0924529
      6.4 0.0226974 0.0271209 0.0275619 0.0369221 0.0501853 0.0589421 0.0807354  0.086996
      6.5 0.0200482 0.0215067 0.0291842 0.0403326 0.0604894 0.0649056 0.0761552 0.0890829
      6.6 0.0170381  0.018205 0.0312898 0.0437073  0.066116 0.0683886 0.0702418  0.100722
      6.7 0.0144815 0.0170908 0.0334565 0.0470897 0.0571386 0.0747233 0.0749099 0.0992011
      6.8 0.0140328 0.0166078 0.0357124 0.0493093 0.0505323 0.0790211 0.0799949 0.0846764
      6.9 0.0153233 0.0166396 0.0380958 0.0426027 0.0540992 0.0717266 0.0826949 0.0845181
        7  0.017067 0.0176398  0.036935 0.0406585 0.0578716 0.0603025 0.0860318 0.0885009
      7.1 0.0177846 0.0204307 0.0322011 0.0434717 0.0502931  0.061956 0.0891129 0.0920884
      7.2 0.0187102 0.0234023 0.0282948 0.0415723 0.0466363 0.0664989  0.078461 0.0850238
      7.3 0.0197863 0.0251184 0.0264223  0.034029 0.0345854 0.0396912 0.0503003 0.0717119
      7.4 0.0120197 0.0209762 0.0225859 0.0262828 0.0275899 0.0294395 0.0546925 0.0682816
      7.5 0.0142719 0.0206211 0.0222443 0.0222597 0.0253168 0.0324442 0.0601869 0.0603836
      7.6 0.0180723 0.0191554 0.0235181 0.0236294 0.0287837 0.0354483 0.0531755  0.067442
      7.7 0.0152551 0.0181243 0.0250883 0.0312037 0.0329797  0.038478 0.0467818 0.0777333
      7.8 0.0139808 0.0174666 0.0266483 0.0369459 0.0374049 0.0412312 0.0415706 0.0750379
      7.9 0.0142061 0.0171238 0.0283307 0.0364908 0.0405273 0.0425401 0.0447749 0.0643516
        8 0.0155637 0.0170425 0.0301675  0.032495 0.0437557 0.0469162 0.0481539 0.0548237
      8.1 0.0171755 0.0176013 0.0291643 0.0322048 0.0463851  0.046697  0.050744  0.051791
      8.2 0.0174839 0.0199919 0.0264176 0.0345087 0.0389554  0.049415 0.0541707 0.0557992
      8.3 0.0179375 0.0225516 0.0241774 0.0324633 0.0371759 0.0519647 0.0573029 0.0596688
      8.4 0.0185143 0.0223728 0.0251905 0.0268628 0.0403523 0.0406164 0.0510668 0.0543927
      8.5    0.0192 0.0209407 0.0221493 0.0252252 0.0274324 0.0278716 0.0442681 0.0492689
      8.6 0.0155689 0.0183777 0.0184748 0.0198249 0.0199877 0.0305883 0.0440399 0.0493085
      8.7 0.0132055 0.0156682 0.0169817 0.0189767 0.0208767 0.0333526 0.0394573 0.0463527
      8.8 0.0141618 0.0165021 0.0181647 0.0183543 0.0218733 0.0355157 0.0361896 0.0427206
      8.9 0.0138897 0.0179223 0.0202921 0.0208868 0.0229902 0.0321748 0.0383257 0.0391369
        9 0.0146666 0.0176513 0.0226181 0.0242486 0.0250235 0.0293753 0.0327414 0.0422452
      9.1  0.016174 0.0175179 0.0248942 0.0256801 0.0270024 0.0270505 0.0287264  0.042795
      9.2 0.0175035 0.0181226 0.0238347 0.0251339 0.0270552 0.0273308 0.0320368 0.0363607
      9.3 0.0175945 0.0203196 0.0233519 0.0235629 0.0290981 0.0292684 0.0306969 0.0350305
      9.4 0.0177817 0.0222814 0.0226564 0.0237443 0.0257766 0.0310403 0.0315937 0.0377789
      9.5 0.0180594 0.0212403 0.0216038 0.0242144 0.0250798 0.0329051  0.034463 0.0373839
      9.6 0.0182255 0.0184262 0.0203982 0.0246865 0.0254801 0.0275698 0.0315001 0.0347169
      9.7 0.0157345 0.0188842 0.0190334 0.0197205 0.0197212 0.0252406 0.0301281 0.0343443
      9.8 0.0137674 0.0142397 0.0158928 0.0191792 0.0194398 0.0259486 0.0315767 0.0327711
      9.9 0.0127331 0.0137828 0.0148778 0.0187519 0.0201038 0.0268499 0.0292534 0.0355281
